"","brand","model","year","price","currency","type","fuel","condition","info"
"2313","Changan","CS 75 Plus Semi Full",2022,"35,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2314","Honda","CR-V EX",2022,"44,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2315","Honda","CR-V LX",2022,"38,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2316","Hyundai","Tucson S",2022,"38,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2317","Hyundai","Tucson S",2022,"38,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2318","Hyundai","Venue",2022,"23,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2319","Hyundai","Tucson S",2022,"38,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2320","Hyundai","Tucson",2022,"37,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2321","Hyundai","Tucson S",2022,"38,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2322","Changan","CS 75 Plus Full",2022,"40,950","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2323","Lexus","UX 250 HYBRID SPORT",2022,"56,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2324","Toyota","Corolla Cross",2022,"36,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2325","Mitsubishi","Montero Sport",2022,"58,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2326","Toyota","Fortuner",2022,"69,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"2327","Mazda","CX-30 Limiited",2022,"36,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2328","Mazda","CX-30 GT",2022,"33,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2329","Mazda","CX-30 GS",2022,"31,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2330","Mazda","CX-30 GS",2022,"31,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2331","Mazda","CX-30 GT",2022,"33,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2332","Mazda","CX-30 GT",2022,"33,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2333","Toyota","Land Cruiser LX Serie 70",2022,"72,500","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2334","Toyota","Land Cruiser Serie 70 Pick up",2022,"63,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2335","Toyota","Land Cruiser Serie 70 Pick up",2022,"61,900","US","jeepeta"," Diesel "," Usado ","2022 - Diesel - Usado - N/D Km"
"2336","Toyota","Corolla Cross",2022,"36,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2337","Toyota","Corolla Cross Full Híbrido",2022,"39,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2338","Toyota","Corolla Cross Full Híbrido",2022,"39,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2339","Toyota","Corolla Cross Limited Híbrido",2022,"42,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2340","Toyota","Corolla Cross Full Híbrido",2022,"39,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2341","Toyota","Corolla Cross Limited Híbrido",2022,"42,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2342","Toyota","Corolla Cross",2022,"36,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2343","Toyota","Corolla Cross",2022,"36,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2344","Toyota","Corolla Cross",2022,"36,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2345","Ford","Escape SE Ecoboost Turbo",2022,"35,950","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2346","Ford","Escape Limited",2022,"39,950","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2347","BMW","Serie X 5",2022,"115,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - 7,442 Km"
"2348","Volvo","XC90 B6",2022,"84,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2349","Toyota","Land Cruiser Prado TXL",2022,"74,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"2350","Toyota","4 Runner Limited",2022,"67,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2351","Toyota","RAV4 Hibrid",2022,"45,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2352","Toyota","Raize",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2353","Toyota","Rush",2022,"27,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2354","Toyota","Corolla Cross Limited Híbrido",2022,"42,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2355","Toyota","Corolla Cross Limited Híbrido",2022,"42,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2356","Toyota","Corolla Cross Limited Híbrido",2022,"42,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2357","Toyota","Corolla Cross Full Híbrido",2022,"39,300","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2358","Toyota","Corolla Cross Full Híbrido",2022,"39,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2359","Toyota","Corolla Cross Full Híbrido",2022,"39,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2360","Toyota","Corolla Cross Full",2022,"36,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2361","Toyota","Corolla Cross Full",2022,"36,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2362","Lexus","RX 450 F Sport Hybrid",2022,"93,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2363","Lexus","UX 200",2022,"56,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2364","Volvo","XC90 B6",2022,"84,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2365","Volvo","XC60 Inscription B6",2022,"75,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2366","Volvo","XC60 Momentum B5",2022,"64,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2367","Volvo","XC60 Momentum B5",2022,"64,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2368","Volvo","XC60 Momentum B5",2022,"64,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2369","Volvo","XC60 Momentum B5",2022,"64,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2370","Mercedes-Benz","Clase GLE 53 4MATIC AMG",2022,"151,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2371","Hyundai","Santa Fe",2022,"44,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2372","Hyundai","Tucson",2022,"31,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2373","Hyundai","Santa Fe",2022,"41,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2374","Hyundai","Santa Fe",2022,"41,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2375","Hyundai","Santa Fe",2022,"44,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2376","Hyundai","Tucson LIMITED",2022,"48,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2377","Hyundai","Tucson",2022,"40,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2378","Hyundai","Tucson",2022,"40,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2379","Hyundai","Tucson",2022,"38,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2380","Hyundai","Tucson",2022,"34,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2381","Hyundai","Tucson",2022,"40,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2382","Hyundai","Tucson S",2022,"34,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - 10 Km"
"2383","Hyundai","Tucson",2022,"40,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2384","Hyundai","Santa Fe SE",2022,"55,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2385","Hyundai","Santa Fe",2022,"47,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2386","Hyundai","Tucson",2022,"37,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - 10 Km"
"2387","Kia","Sorento MQ4 Sport",2022,"42,490","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2388","Kia","Sorento",2022,"46,400","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2389","Kia","Sorento MQ4 Luxury",2022,"46,400","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2390","Kia","Sorento MQ4 Luxury",2022,"46,400","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2391","Mazda","CX-5",2022,"39,490","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2392","Mazda","CX-5",2022,"39,490","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2393","Mazda","CX-5",2022,"39,490","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2394","BMW","Serie X 1",2022,"49,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2395","BMW","Serie X 5 X DRIVE 40i",2022,"91,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2396","BMW","Serie X 5 25D",2022,"88,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2397","BMW","Serie X 3",2022,"67,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2398","BMW","Serie X 5 X DRIVE 25D",2022,"88,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2399","Mercedes-Benz","Clase GLE 53 4matic Coupe AMG",2022,"169,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2400","Toyota","Corolla Cross Limited Híbrido",2022,"42,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - 25 Km"
"2401","Toyota","Land Cruiser Prado TXL",2022,"74,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2402","BMW","Serie X 5 M Sport Package",2022,"121,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2403","Toyota","FJ Cruiser",2022,"69,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2404","Lexus","UX 250 HYBRID",2022,"56,500","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2405","Nissan","Kicks  Advance",2022,"26,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2406","Nissan","Kicks  Exclusive",2022,"29,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2407","Volvo","XC90 Inscription B6",2022,"104,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2408","BMW","Serie X 5",2022,"125,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Km"
"2409","BMW","Serie X 5 25D",2022,"88,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2410","BMW","Serie X 5 25D",2022,"85,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2411","Changan","CS 55 Elite",2022,"28,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2412","Mercedes-Benz","Clase GLE 53 4matic Coupe AMG Plus",2022,"163,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2413","Changan","CS 55",2022,"26,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2414","Kia","Sorento LX",2022,"46,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2415","Changan","CS 75 Plus Full",2022,"40,950","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2416","Changan","CS 75 Plus Full",2022,"40,950","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2417","Changan","CS15 Luxury",2022,"20,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2418","Mercedes-Benz","Clase GLB 200 AMG",2022,"78,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2419","Toyota","RAV4 Hibrid",2022,"48,700","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2420","Toyota","RAV4 Hibrid",2022,"45,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Mi"
"2421","Toyota","Land Cruiser",2022,"159,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2422","Toyota","RAV4 Hibrid",2022,"45,900","US","jeepeta"," Híbrido "," Nuevo ","2022 - Híbrido - Nuevo - N/D Km"
"2423","Suzuki","Jimny GLX",2022,"26,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2424","Suzuki","Jimny GLX",2022,"26,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2425","Suzuki","Jimny GL",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2426","Suzuki","Jimny GL",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2427","Suzuki","Jimny GL",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2428","Suzuki","Jimny GL",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2429","Honda","CR-V EXL",2022,"49,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2430","Honda","Pilot EXL",2022,"67,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2431","Honda","Pilot EXL",2022,"67,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2432","Changan","CS 85 Coupe",2022,"39,000","US","jeepeta"," Gasolina "," Usado ","2022 - Gasolina - Usado - 1,909 Km"
"2433","BYD","Yuan ev 300",2022,"36,900","US","jeepeta"," Electrico "," Nuevo ","2022 - Eléctrico - Nuevo - N/D Km"
"2434","Suzuki","Vitara GLX",2022,"28,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2435","Suzuki","Vitara GL+",2022,"30,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2436","Suzuki","Vitara GL",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2437","Infiniti","QX 55 Sensory AWD",2022,"77,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2438","BYD","Song Pro",2022,"67,500","US","jeepeta"," Electrico "," Nuevo ","2022 - Eléctrico - Nuevo - N/D Km"
"2439","Mazda","CX-30",2022,"33,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2440","Hyundai","Tucson",2022,"34,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2441","Toyota","Land Cruiser",2022,"159,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2442","Lincoln","Aviator",2022,"105,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2443","Toyota","Land Cruiser VX",2022,"169,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2444","Lexus","UX 250 HYBRID",2022,"54,000","US","jeepeta"," Gasolina "," Usado ","2022 - Gasolina - Usado - N/D Mi"
"2445","Nissan","Kicks  Exclusive",2022,"29,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2446","Suzuki","Vitara GLX",2022,"28,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2447","Suzuki","Vitara GL+",2022,"27,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2448","Volvo","XC90 Inscription B6",2022,"104,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2449","Volvo","XC90 Inscription",2022,"104,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2450","Peugeot","2008 GT Líne",2022,"36,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2451","Suzuki","Jimny",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2452","Honda","Pilot Elite",2022,"67,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2453","Honda","Pilot EXL",2022,"67,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2454","Suzuki","Vitara GL+",2022,"30,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2455","Suzuki","Vitara GL+",2022,"30,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2456","Suzuki","Vitara GL+",2022,"30,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2457","Suzuki","Vitara GL+",2022,"30,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2458","Suzuki","Vitara GL+",2022,"30,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2459","Honda","CR-V LX",2022,"38,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2460","Suzuki","Vitara GL",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2461","Changan","Hunter LV2",2022,"33,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"2462","Changan","Hunter LV2",2022,"33,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"2463","Changan","CS 55 Elite",2022,"28,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2464","Changan","CS 15",2022,"20,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2465","Nissan","Kicks  Exclusive",2022,"29,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2466","Suzuki","Vitara GL+",2022,"30,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2467","Suzuki","Vitara GLX",2022,"28,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2468","Nissan","Kicks  Advance",2022,"26,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2469","Changan","CS 55 Elite",2022,"28,500","US","jeepeta"," Gasolina "," Usado ","2022 - Gasolina - Usado - N/D Mi"
"2470","Toyota","Land Cruiser Prado TXL",2022,"63,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2471","Mazda","CX-30 GS",2022,"31,990","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2472","MG","HS",2022,"35,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2473","BMW","Serie X 3 X-DRIVE ",2022,"79,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2474","BMW","Serie X 4 20i M",2022,"78,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2475","BMW","Serie X 5 25D",2022,"89,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Km"
"2476","Hyundai","Tucson ECO 1.6 TURBO",2022,"40,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2477","Toyota","Raize",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2478","Changan","CS 35 Plus",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2479","Toyota","Raize",2022,"24,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2480","Hyundai","Tucson",2022,"37,995","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2481","BMW","Serie X 5 X DRIVE 40i",2022,"91,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2482","Toyota","Land Cruiser Prado TXL",2022,"74,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"2483","Toyota","Land Cruiser Prado TXL",2022,"74,900","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"2484","Toyota","Land Cruiser Prado VXL",2022,"92,300","US","jeepeta"," Diesel "," Nuevo ","2022 - Diesel - Nuevo - N/D Mi"
"2485","Citroen","C5 Aircross",2022,"43,999","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2486","Suzuki","XL7",2022,"25,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2487","Toyota","Land Cruiser Prado TXL",2022,"63,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2488","Toyota","Corolla Cross",2022,"36,300","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2489","Toyota","Corolla Cross Limited Híbrido",2022,"42,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2490","Citroen","C5 Aircross",2022,"43,999","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2491","Hyundai","Tucson",2022,"30,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2492","Toyota","Land Cruiser",2022,"168,900","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2493","Toyota","4 Runner Limited",2022,"67,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2494","Toyota","4 Runner Limited",2022,"68,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2495","Toyota","4 Runner Limited",2022,"67,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2496","Toyota","4 Runner Limited",2022,"67,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2497","Toyota","4 Runner Limited",2022,"67,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2498","Toyota","4 Runner Limited",2022,"67,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2499","Kia","Sonet",2022,"24,490","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
"2500","Changan","CS 55 Full",2022,"26,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2501","Changan","CS 55 Elite",2022,"28,500","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2502","Citroen","C5 Aircross",2022,"41,499","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Km"
"2503","Toyota","Highlander Platinum",2022,"90,000","US","jeepeta"," Gasolina "," Nuevo ","2022 - Gasolina - Nuevo - N/D Mi"
