"","brand","model","year","price","currency","type","fuel","condition","info"
"1384","Nissan","Versa SV",2016,"540,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 107,478 Mi"
"1385","Daihatsu","Mira",2016,"495,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1386","Nissan","Note",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1387","Chevrolet","Spark LT",2016,"530,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1388","Toyota","Aqua",2016,"650,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1389","Daihatsu","Mira",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1390","Mazda","Demio Sport ",2016,"650,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1391","Daihatsu","Mira",2016,"469,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1392","Daihatsu","Mira",2016,"469,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1393","Nissan","Note",2016,"630,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1394","Kia","Forte 5 Hatchback",2016,"685,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1395","Nissan","Note",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1396","Nissan","Note",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1397","Honda","Fit RS",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1398","Mazda","Demio",2016,"645,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1399","Nissan","March",2016,"560,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1400","Daihatsu","Mira",2016,"460,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 98,000 Mi"
"1401","Daihatsu","Mira",2016,"470,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 85,000 Mi"
"1402","Nissan","Note",2016,"655,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 87,095 Km"
"1403","Nissan","Note",2016,"639,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 92,000 Km"
"1404","Nissan","Note",2016,"610,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1405","Honda","Fit EX",2016,"800,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1406","Chevrolet","Spark LTZ ",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1407","Nissan","Versa Note",2016,"610,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1408","Toyota","Passo",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 72,596 Km"
"1409","Toyota","Passo",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Hr"
"1410","Nissan","March",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 59,745 Km"
"1411","Nissan","March",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 76,845 Km"
"1412","Nissan","March",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 34,683 Km"
"1413","Nissan","March",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 89,472 Km"
"1414","Nissan","March",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 93,641 Km"
"1415","Nissan","March",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 74,410 Km"
"1416","Daihatsu","Mira",2016,"495,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 118,119 Km"
"1417","Daihatsu","Mira",2016,"495,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 48,081 Km"
"1418","Daihatsu","Mira",2016,"495,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 173,458 Km"
"1419","Daihatsu","Mira",2016,"495,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 131,113 Km"
"1420","Daihatsu","Mira",2016,"495,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 183,475 Km"
"1421","Honda","Fit LX",2016,"685,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 87,458 Km"
"1422","Honda","Fit Hybrid",2016,"685,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 171,052 Km"
"1423","Honda","Fit Hybrid",2016,"685,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 116,133 Km"
"1424","Honda","Fit Hybrid",2016,"685,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 172,048 Km"
"1425","Honda","Fit LX",2016,"685,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 128,097 Km"
"1426","Mazda","Demio",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 99,971 Km"
"1427","Mazda","Demio",2016,"685,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 78,217 Km"
"1428","Mazda","Demio Sport ",2016,"695,000","RD","hatchback"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Hr"
"1429","Mazda","Demio Sport ",2016,"685,000","RD","hatchback"," Diesel "," Usado ","2016 - Diesel - Usado - 117,584 Km"
"1430","Mazda","Demio Sport ",2016,"695,000","RD","hatchback"," Diesel "," Usado ","2016 - Diesel - Usado - 84,153 Km"
"1431","Hyundai","Elantra GT",2016,"735,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1432","Honda","Fit",2016,"12,400","US","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1433","Toyota","Passo",2016,"590,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1434","Nissan","Note",2016,"599,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1435","Toyota","Passo",2016,"590,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1436","Hyundai","Veloster",2016,"745,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1437","Nissan","Note",2016,"620,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 67,000 Km"
"1438","Nissan","Note",2016,"610,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 65,000 Km"
"1439","Suzuki","Alto",2016,"425,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1440","Nissan","Note",2016,"660,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1441","Nissan","Note",2016,"660,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1442","Nissan","Note",2016,"680,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1443","Hyundai","Veloster TURBO",2016,"14,500","US","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1444","Nissan","Note",2016,"645,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 68,000 Km"
"1445","Nissan","March",2016,"535,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1446","Suzuki","Swift",2016,"565,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1447","Smart","Brabus Forfour",2016,"26,000","US","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1448","Nissan","March",2016,"540,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1449","Honda","Fit",2016,"660,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1450","Honda","Fit",2016,"660,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1451","Honda","Fit",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1452","Toyota","Passo",2016,"590,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1453","Mazda","Demio",2016,"675,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1454","Daihatsu","Mira",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1455","Honda","Fit",2016,"690,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1456","Nissan","March",2016,"538,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1457","Nissan","Versa Note",2016,"650,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1458","Nissan","March",2016,"538,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1459","Nissan","Versa Note",2016,"675,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1460","Nissan","Versa Note",2016,"675,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1461","Daihatsu","Mira",2016,"470,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 72,000 Km"
"1462","Nissan","Note",2016,"640,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 73,000 Km"
"1463","Daihatsu","Mira",2016,"470,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 68,000 Km"
"1464","Mazda","Demio",2016,"645,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 65,000 Km"
"1465","Nissan","Note",2016,"645,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 75,000 Km"
"1466","Honda","Fit",2016,"705,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1467","Nissan","March",2016,"540,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1468","Honda","Fit EXL",2016,"845,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1469","Nissan","Versa Note",2016,"650,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1470","Honda","Fit",2016,"750,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1471","Nissan","Note",2016,"655,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 94,632 Km"
"1472","Nissan","Note",2016,"655,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 92,245 Km"
"1473","Nissan","Note",2016,"655,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 119,472 Km"
"1474","Nissan","Note",2016,"655,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 141,000 Km"
"1475","Nissan","Note",2016,"655,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 104,745 Km"
"1476","Honda","Fit",2016,"690,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 174,254 Km"
"1477","Nissan","Versa SV",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 118,000 Mi"
"1478","Volkswagen","E-GOLF",2016,"25,900","US","hatchback"," Electrico "," Usado ","2016 - Eléctrico - Usado - 21,000 Km"
"1479","Nissan","Note",2016,"660,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1480","Nissan","Note",2016,"645,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1481","Nissan","Note",2016,"610,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1482","Daihatsu","Mira",2016,"490,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1483","Nissan","Note",2016,"629,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 31,000 Km"
"1484","Nissan","Note",2016,"584,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 48,000 Km"
"1485","Nissan","Leaf",2016,"16,900","US","hatchback"," Electrico "," Usado ","2016 - Eléctrico - Usado - N/D Mi"
"1486","Mazda","Demio",2016,"665,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1487","Mazda","Demio",2016,"645,000","RD","hatchback"," Diesel "," Usado ","2016 - Diesel - Usado - N/D Mi"
"1488","Nissan","Note",2016,"625,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1489","Daihatsu","Mira",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1490","Mazda","Demio",2016,"680,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1491","Hyundai","Accent Hatchback",2016,"685,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1492","Honda","Fit",2016,"885,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1493","Nissan","Note",2016,"725,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1494","Daihatsu","Mira",2016,"459,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 30,500 Km"
"1495","Nissan","Note",2016,"640,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1496","Honda","Fit",2016,"700,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1497","Nissan","Versa Note",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1498","Chevrolet","Spark LT",2016,"590,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1499","Honda","Fit",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1500","Nissan","Note",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1501","Nissan","Note",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1502","Honda","Fit",2016,"690,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1503","Toyota","Passo",2016,"575,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1504","Nissan","Versa Note",2016,"615,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1505","Suzuki","Swift RS Sport",2016,"710,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1506","Nissan","Note",2016,"625,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1507","Mazda","Demio",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1508","Hyundai","Veloster",2016,"750,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1509","Nissan","Note",2016,"675,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1510","Suzuki","Swift RS Sport",2016,"710,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1511","Kia","Morning",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1512","Kia","Morning",2016,"565,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1513","Kia","Forte 5 Hatchback",2016,"673,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1514","Daihatsu","Mira",2016,"475,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1515","Mazda","Demio Sport ",2016,"675,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1516","Nissan","Note",2016,"575,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1517","Nissan","Note Nismo",2016,"710,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1518","Kia","Morning",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1519","Daihatsu","Mira",2016,"475,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1520","Nissan","Note",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1521","Nissan","Note",2016,"645,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1522","Nissan","Note Nismo",2016,"710,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1523","Mazda","Demio",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1524","Hyundai","Elantra GT",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1525","Mazda","Demio",2016,"620,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1526","Suzuki","Swift",2016,"640,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1527","Nissan","Versa Note",2016,"625,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 120,000 Mi"
"1528","Nissan","Note",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 80,000 Km"
"1529","Honda","Fit Hybrid",2016,"670,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 130 Km"
"1530","Honda","Fit",2016,"680,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1531","Daihatsu","Mira",2016,"540,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1532","Daihatsu","Mira",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1533","Honda","Fit EX",2016,"17,500","US","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1534","Suzuki","Swift",2016,"625,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1535","Suzuki","Swift",2016,"640,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1536","Hyundai","Veloster TURBO",2016,"16,950","US","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1537","Nissan","Note",2016,"605,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1538","Nissan","Note",2016,"605,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1539","Honda","Fit LX",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1540","Suzuki","Alto",2016,"415,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1541","Nissan","Versa SV",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1542","Nissan","Note",2016,"645,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1543","Nissan","March",2016,"475,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1544","Honda","Fit",2016,"720,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1545","Nissan","Note",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1546","Daihatsu","Mira",2016,"475,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1547","Honda","Fit",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1548","Mazda","Demio",2016,"650,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1549","Nissan","Note",2016,"575,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1550","Ford","Focus Hatchback",2016,"650,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1551","Daihatsu","Mira",2016,"470,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1552","Honda","Fit RS",2016,"775,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1553","Nissan","March",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1554","Nissan","Note",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1555","Suzuki","Alto",2016,"415,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1556","Nissan","Note",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1557","Daihatsu","Mira",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1558","Honda","Fit",2016,"685,000","RD","hatchback"," Híbrido "," Usado ","2016 - Híbrido - Usado - N/D Mi"
"1559","Nissan","March",2016,"545,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1560","Nissan","Note",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1561","Daihatsu","Mira",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1562","Daihatsu","Mira",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1563","Hyundai","Elantra GT",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 120 Mi"
"1564","Toyota","Passo",2016,"650,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1565","Suzuki","Swift",2016,"665,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1566","Suzuki","Swift",2016,"655,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1567","Hyundai","Veloster",2016,"675,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1568","Nissan","Versa SV",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1569","Honda","Fit",2016,"730,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1570","Honda","Fit",2016,"745,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1571","Daihatsu","Mira",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1572","Mazda","Demio",2016,"665,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1573","Nissan","March",2016,"555,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1574","Nissan","Versa SV",2016,"555,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1575","Toyota","Passo",2016,"590,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1576","Suzuki","Swift",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1577","Subaru","Pleo",2016,"485,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1578","Nissan","Versa Note",2016,"635,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1579","Hyundai","Veloster",2016,"715,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1580","Honda","Fit",2016,"675,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 55,000 Mi"
"1581","Honda","Fit",2016,"770,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 64,000 Mi"
"1582","Honda","Fit",2016,"645,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 85,000 Mi"
"1583","Honda","Fit",2016,"665,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - 115,000 Km"
"1584","Toyota","Passo",2016,"585,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1585","Mazda","Demio Sport ",2016,"680,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Km"
"1586","Honda","Fit",2016,"695,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1587","Ford","Focus Hatchback SE",2016,"560,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1588","Nissan","Note",2016,"595,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1589","Daihatsu","Mira",2016,"460,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1590","Toyota","Aqua",2016,"645,000","RD","hatchback"," Híbrido "," Usado ","2016 - Híbrido - Usado - N/D Mi"
"1591","Suzuki","Alto",2016,"450,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1592","Daihatsu","Mira",2016,"465,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1593","Honda","Fit",2016,"725,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1594","Ford","Focus Hatchback",2016,"580,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1595","Nissan","Versa Note",2016,"615,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1596","Hyundai","Elantra GT",2016,"715,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1597","Suzuki","Swift",2016,"619,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
"1598","Hyundai","Veloster",2016,"795,000","RD","hatchback"," Gasolina "," Usado ","2016 - Gasolina - Usado - N/D Mi"
