Currency,Price,Year,Brand_Model,Fuel,Condition,Type,Fecha
RD,"660,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"685,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"690,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"660,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"700,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"675,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"685,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"695,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"685,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"700,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"675,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"680,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"670,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"670,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"690,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"670,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"675,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"670,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"710,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"680,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"710,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"715,000",2017,Kia Forte LX, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"630,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"649,000",2017,Nissan Sentra SV, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"40,900",2017,Mercedes-Benz Clase E 300, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"979,000",2017,Toyota Corolla SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"720,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"720,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"795,000",2017,Hyundai Elantra SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"19,700",2017,Toyota Camry SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"800,000",2017,Hyundai Elantra, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"22,900",2017,Honda Accord EXL, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"695,000",2017,Chevrolet Malibu LT, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"840,000",2017,Hyundai Elantra, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"875,000",2017,Hyundai Avante LPI, GLP , GLP ,carros/sedan,2022-08-20
RD,"899,000",2017,Toyota Corolla LE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"1,099,000",2017,Honda Civic EXL-T, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"790,000",2017,Nissan Sentra SV, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"790,000",2017,Nissan Sentra SV, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"960,000",2017,Honda Civic LX, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"910,000",2017,Toyota Camry LE, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"29,900",2017,Mercedes-Benz Clase C 300, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"810,000",2017,Hyundai Elantra SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"17,800",2017,Honda Accord, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"14,550",2017,Hyundai Elantra, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"15,999",2017,Toyota Corolla LE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"1,045,000",2017,Honda Civic Touring, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"780,000",2017,Hyundai Elantra SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"650,000",2017,Chevrolet Sonic LT, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"695,000",2017,Ford Focus SEL, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"720,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"799,000",2017,Hyundai Accent, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"749,000",2017,Ford Focus SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"799,000",2017,Kia Optima EX, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"829,000",2017,Hyundai Elantra SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"799,000",2017,Volkswagen Jetta TSI , Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"595,000",2017,Mitsubishi Mirage, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"725,000",2017,Kia Forte, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"965,000",2017,Toyota Corolla, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"699,000",2017,Nissan Sentra S, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"675,000",2017,Hyundai Accent, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"749,000",2017,Nissan Sentra S, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"32,500",2017,Mercedes-Benz Clase C 300, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"1,035,000",2017,Toyota Corolla LE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"830,000",2017,Hyundai Elantra, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"19,500",2017,Honda Accord LX, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"690,000",2017,Nissan Sentra SV, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"72,900",2017,Mercedes-Benz Clase S 550 4 MATIC, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"660,000",2017,Chevrolet Sonic, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"730,000",2017,Toyota VITZ, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"765,000",2017,Hyundai Elantra SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"875,000",2017,Hyundai Elantra, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"945,075",2017,Toyota Corolla LE Plus, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"980,000",2017,Honda Civic, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"689,000",2017,Kia Forte, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"720,000",2017,Ford Focus SEL, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"975,000",2017,Honda Accord, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"28,900",2017,Mercedes-Benz Clase C 300, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"975,000",2017,Subaru Legacy, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"695,000",2017,Hyundai Elantra SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"825,000",2017,Nissan Altima SV, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"31,500",2017,Mercedes-Benz Clase C 300 Luxury, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"710,000",2017,Toyota VITZ, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"695,000",2017,Toyota VITZ, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"895,000",2017,Ford Taurus SEL, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"22,900",2017,Acura TLX, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"839,000",2017,Hyundai Elantra SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"650,000",2017,Kia Rio LX, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"650,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"650,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"745,000",2017,Nissan Sentra SV, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"995,000",2017,Toyota Camry SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"978,000",2017,Toyota Corolla LE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"790,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"810,000",2017,Hyundai Avante, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"695,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"795,000",2017,Toyota VITZ, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"729,000",2017,Toyota VITZ, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"699,000",2017,Toyota VITZ, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"700,000",2017,Toyota VITZ, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"625,000",2017,Kia K-5, GLP , GLP ,carros/sedan,2022-08-20
RD,"745,000",2017,Hyundai Avante, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"730,000",2017,Hyundai Sonata LF, GLP , GLP ,carros/sedan,2022-08-20
RD,"748,000",2017,Nissan Sentra SV, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"725,000",2017,Ford Focus SEL, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"699,000",2017,Hyundai Accent SE, Gasolina , Gasolina ,carros/sedan,2022-08-20
RD,"855,000",2017,Toyota Corolla LE, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"37,900",2017,Mercedes-Benz Clase C 300 4 Matic, Gasolina , Gasolina ,carros/sedan,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"31,900",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,990",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2023,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2023,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,495",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,495",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2022,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"25,900",2022,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"29,990",2022,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2022,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"945,000",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"945,000",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"945,000",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,500",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2022,Fiat 500 Dolcevita, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"14,500",2022,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,400",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"20,900",2022,Suzuki Swift GL+, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,500",2022,Suzuki Swift GLI, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,500",2022,Suzuki Swift GLI, Diesel , Diesel ,carros/hatchback,2022-08-20
US,"16,995",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,900",2022,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"29,900",2022,Fiat 500 Dolcevita, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"7,450",2022,Bajaj Qute, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"29,900",2022,Fiat 500 Dolcevita, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,500",2022,Suzuki Swift GLI, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,500",2022,Suzuki Swift GLI, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,900",2022,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,500",2022,Suzuki Swift GLI, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"25,499",2022,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"20,500",2022,Suzuki Swift GL+, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,900",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2022,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2022,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,500",2022,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"25,499",2022,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"25,499",2022,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2022,Fiat 500 Cult, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"29,900",2022,Fiat 500 Dolcevita, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,300",2022,Toyota Agya , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,490",2022,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"7,450",2022,Bajaj Qute, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,500",2022,Suzuki Swift GLI, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,900",2022,Suzuki Swift GLI, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"25,500",2022,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,900",2021,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"750,000",2021,Chevrolet Spark, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"65,900",2021,Volkswagen Amarok Extreme, Diesel , Diesel ,carros/hatchback,2022-08-20
US,"65,900",2021,Volkswagen Amarok Extreme, Diesel , Diesel ,carros/hatchback,2022-08-20
US,"65,900",2021,Volkswagen Amarok Extreme, Diesel , Diesel ,carros/hatchback,2022-08-20
US,"19,500",2020,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"810,000",2020,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"33,500",2020,Subaru WRX STI, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"26,000",2020,Hyundai Veloster TURBO, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"22,000",2020,Fiat 500 Cabriot, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,900",2020,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"15,800",2020,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"18,900",2020,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"1,020,000",2020,Honda Fit LX, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"950,000",2020,Honda Fit LX, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"15,800",2020,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"25,900",2020,Honda Civic Hatchback Sport, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"26,000",2020,Honda Civic Hatchback Sport, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"23,000",2019,Honda Civic Hatchback Sport, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"925,000",2019,Honda Fit LX, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"745,000",2019,Nissan Note, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"1,000,000",2019,Honda Fit EXL, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"16,995",2019,Nissan Versa Note, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"22,900",2019,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"625,000",2019,Nissan March, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"39,900",2019,Nissan Leaf SL, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
US,"14,500",2019,Fiat 500, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,500",2019,Honda Fit EX, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"36,990",2019,Hyundai KONA , Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
US,"34,990",2019,Nissan Leaf SL, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
US,"38,500",2019,Honda Insight Hybrid, Híbrido , Híbrido ,carros/hatchback,2022-08-20
RD,"695,000",2019,Chevrolet Spark, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"22,900",2019,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"37,900",2019,Hyundai KONA , Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
RD,"940,000",2019,Honda Fit LX, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"660,000",2019,Chevrolet Spark, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"2,330,000",2019,Hyundai KONA , Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
US,"22,800",2019,Honda Civic Hatchback Sport, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"35,990",2019,Nissan Leaf S, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
US,"19,000",2019,Honda Fit EX, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"36,500",2019,Nissan Leaf SL, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
US,"38,500",2019,Hyundai KONA , Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
RD,"1,130,000",2019,Honda Civic Hatchback Sport, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"39,900",2019,Hyundai KONA , Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
US,"37,000",2019,Nissan Leaf SL, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
RD,"950,000",2019,Honda Fit, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"1,000,000",2019,Honda Fit Sport, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"1,476,000",2019,Hyundai KONA , Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"998,000",2019,Hyundai Elantra GT, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"19,000",2019,Honda Fit EXL, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"39,000",2019,Nissan Leaf SL, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
RD,"760,000",2019,Chevrolet Spark, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"22,300",2019,Hyundai KONA , Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"930,000",2018,Honda Fit EXL, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"17,500",2018,Citroen C3, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"22,500",2018,Citroen C3 Aircross, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"630,000",2018,Daihatsu Mira, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"735,000",2018,Nissan Versa SV, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"22,000",2018,Hyundai KONA , Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"41,000",2018,Honda Civic Type R, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"15,500",2018,Fiat Tipo, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"735,000",2018,Kia Morning, GLP , GLP ,carros/hatchback,2022-08-20
RD,"710,000",2018,Toyota Passo, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"735,000",2018,Nissan Versa SV, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"30,990",2018,Nissan Leaf, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
US,"19,990",2018,Smart Passion Fortwo, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
RD,"850,000",2018,Honda Fit, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"679,000",2018,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"750,000",2018,Mazda Demio, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"650,000",2018,Daihatsu Mira, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"695,000",2018,Suzuki Swift, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"695,000",2018,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"700,000",2018,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"985,000",2018,Honda Fit Sport, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"690,000",2018,Nissan Versa Note, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"13,500",2018,Chevrolet Spark, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"615,000",2018,Nissan March, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"660,000",2018,Kia Picanto L X, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"699,000",2018,Kia Morning, GLP , GLP ,carros/hatchback,2022-08-20
US,"39,000",2018,Honda Civic Type R, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"730,000",2018,Kia Morning, GLP , GLP ,carros/hatchback,2022-08-20
US,"33,500",2018,Volkswagen GTI, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"670,000",2018,Kia Morning, GLP , GLP ,carros/hatchback,2022-08-20
RD,"695,000",2018,Suzuki Swift GL+, Gasolina , Gasolina ,carros/hatchback,2022-08-20
RD,"655,000",2018,Kia Picanto, Gasolina , Gasolina ,carros/hatchback,2022-08-20
US,"10,900",2018,Toyota Coms, Eléctrico , Eléctrico ,carros/hatchback,2022-08-20
RD,"760,000",2018,Hyundai Grand I 10, Gasolina , Gasolina ,carros/hatchback,2022-08-20
